TagID,Timestamp,accX,accY,accZ,Temp. (?C)
Pic2Jan_S1,03/01/2024 01:08:19.720,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:19.760,0.594,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:19.800,0.578,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:19.840,0.594,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:19.880,0.578,-0.328,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:19.920,0.578,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:19.960,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:20.000,0.594,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:20.040,0.595,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:20.080,0.607,-0.313,0.702,NA
Pic2Jan_S1,03/01/2024 01:08:20.120,0.58,-0.314,0.691,NA
Pic2Jan_S1,03/01/2024 01:08:20.160,0.596,-0.328,0.721,NA
Pic2Jan_S1,03/01/2024 01:08:20.200,0.606,-0.322,0.728,NA
Pic2Jan_S1,03/01/2024 01:08:20.240,0.594,-0.301,0.7,NA
Pic2Jan_S1,03/01/2024 01:08:20.280,0.598,-0.308,0.692,NA
Pic2Jan_S1,03/01/2024 01:08:20.320,0.6,-0.302,0.708,NA
Pic2Jan_S1,03/01/2024 01:08:20.360,0.578,-0.313,0.713,NA
Pic2Jan_S1,03/01/2024 01:08:20.400,0.578,-0.313,0.71,NA
Pic2Jan_S1,03/01/2024 01:08:20.440,0.585,-0.313,0.712,NA
Pic2Jan_S1,03/01/2024 01:08:20.480,0.594,-0.305,0.711,NA
Pic2Jan_S1,03/01/2024 01:08:20.520,0.594,-0.305,0.711,NA
Pic2Jan_S1,03/01/2024 01:08:20.560,0.585,-0.313,0.721,NA
Pic2Jan_S1,03/01/2024 01:08:20.600,0.578,-0.322,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:20.640,0.588,-0.308,0.725,NA
Pic2Jan_S1,03/01/2024 01:08:20.680,0.605,-0.308,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:20.720,0.61,-0.324,0.73,NA
Pic2Jan_S1,03/01/2024 01:08:20.760,0.598,-0.316,0.711,NA
Pic2Jan_S1,03/01/2024 01:08:20.800,0.594,-0.313,0.716,NA
Pic2Jan_S1,03/01/2024 01:08:20.840,0.607,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:20.880,0.582,-0.326,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:20.920,0.593,-0.314,0.705,NA
Pic2Jan_S1,03/01/2024 01:08:20.960,0.61,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.000,0.594,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:21.040,0.61,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.080,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.120,0.625,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.160,0.61,-0.313,0.672,NA
Pic2Jan_S1,03/01/2024 01:08:21.200,0.578,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.240,0.578,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:21.280,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.320,0.594,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.360,0.61,-0.297,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.400,0.594,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.440,0.594,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.480,0.594,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.520,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.560,0.625,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.600,0.594,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.640,0.578,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.680,0.594,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:21.720,0.594,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:21.760,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.800,0.61,-0.313,0.688,NA
Pic2Jan_S1,03/01/2024 01:08:21.840,0.61,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.880,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.920,0.61,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:21.960,0.594,-0.297,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.000,0.578,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:22.040,0.578,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.080,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.120,0.61,-0.328,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.160,0.594,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.200,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.240,0.594,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:22.280,0.563,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:22.320,0.578,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.360,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.400,0.594,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.440,0.61,-0.313,0.672,NA
Pic2Jan_S1,03/01/2024 01:08:22.480,0.625,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.520,0.61,-0.328,0.688,NA
Pic2Jan_S1,03/01/2024 01:08:22.560,0.61,-0.313,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:22.600,0.61,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.640,0.594,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.680,0.578,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.720,0.563,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.760,0.61,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.800,0.61,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.840,0.578,-0.313,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:22.880,0.594,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:22.920,0.61,-0.328,0.688,NA
Pic2Jan_S1,03/01/2024 01:08:22.960,0.625,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:23.000,0.61,-0.297,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:23.040,0.61,-0.313,0.718,NA
Pic2Jan_S1,03/01/2024 01:08:23.080,0.608,-0.313,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:23.120,0.592,-0.313,0.701,NA
Pic2Jan_S1,03/01/2024 01:08:23.160,0.581,-0.313,0.69,NA
Pic2Jan_S1,03/01/2024 01:08:23.200,0.597,-0.309,0.706,NA
Pic2Jan_S1,03/01/2024 01:08:23.240,0.61,-0.301,0.719,NA
Pic2Jan_S1,03/01/2024 01:08:23.280,0.605,-0.317,0.715,NA
Pic2Jan_S1,03/01/2024 01:08:23.320,0.594,-0.328,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:23.360,0.6,-0.334,0.703,NA
Pic2Jan_S1,03/01/2024 01:08:23.400,0.628,-0.294,0.728,NA
Pic2Jan_S1,03/01/2024 01:08:23.440,0.622,-0.267,0.731,NA
Pic2Jan_S1,03/01/2024 01:08:23.480,0.571,-0.321,0.718,NA
Pic2Jan_S1,03/01/2024 01:08:23.520,0.587,-0.321,0.734,NA
Pic2Jan_S1,03/01/2024 01:08:23.560,0.592,-0.319,0.71,NA
Pic2Jan_S1,03/01/2024 01:08:23.600,0.569,-0.322,0.722,NA
Pic2Jan_S1,03/01/2024 01:08:23.640,0.553,-0.318,0.735,NA
Pic2Jan_S1,03/01/2024 01:08:23.680,0.558,-0.302,0.745,NA
Pic2Jan_S1,03/01/2024 01:08:23.720,0.551,-0.308,0.761,NA
Pic2Jan_S1,03/01/2024 01:08:23.760,0.559,-0.289,0.754,NA
Pic2Jan_S1,03/01/2024 01:08:23.800,0.575,-0.281,0.75,NA
Pic2Jan_S1,03/01/2024 01:08:23.840,0.578,-0.255,0.75,NA
Pic2Jan_S1,03/01/2024 01:08:23.880,0.565,-0.25,0.778,NA
Pic2Jan_S1,03/01/2024 01:08:23.920,0.548,-0.264,0.767,NA
Pic2Jan_S1,03/01/2024 01:08:23.960,0.563,-0.281,0.766,NA
